Price,Close,High,Low,Open,Volume
2010-06-10,7.538747787475586,7.552890897587747,7.288669475189526,7.3681167890729835,776356000
2010-06-11,7.629031181335449,7.639563783389222,7.444256217496261,7.470136509076621,545759200
2010-06-14,7.652198791503906,7.798754327678403,7.6440737372138345,7.702756381322899,602960400
2010-06-15,7.815006732940674,7.8198218189467745,7.688914480706143,7.6931276809614815,585074000
2010-06-16,8.04251766204834,8.057564007725999,7.84329742372686,7.857441342241733,783678000
2010-06-17,8.181548118591309,8.21254483674863,8.110225853793313,8.143328770542665,872855200
2010-06-18,8.24775218963623,8.275740279004205,8.16800433615557,8.192982193166245,784621600
2010-06-21,8.130386352539062,8.396413383758123,8.087051388900488,8.3566897340549,776490400
2010-06-22,8.241130828857422,8.304929100640834,8.170411273885898,8.190272696767282,717262000
2010-06-23,8.154461860656738,8.26550776726282,8.062074411409375,8.263100224377823,768457200
2010-06-24,8.095178604125977,8.22157139870922,8.06809374507032,8.155364769047846,714277200
2010-06-25,8.02596378326416,8.133398398453275,7.999180264749842,8.127078998825414,549942400
2010-06-28,8.074111938476562,8.117748250461673,7.960357950557365,8.032883169320582,584948000
2010-06-29,7.70907735824585,7.9564467801320315,7.652802245149456,7.948320920591396,1133344800
2010-06-30,7.569446563720703,7.763249045918233,7.523704832128114,7.725331029212427,739452000
2010-07-01,7.477657794952393,7.667849684215771,7.319365852148516,7.652802539659402,1022896000
2010-07-02,7.43131685256958,7.551390296488846,7.31876577823798,7.538148000961109,693842800
2010-07-06,7.482170581817627,7.60766012179175,7.407838910555691,7.553492021289863,615235600
2010-07-07,7.784310340881348,7.787320573136343,7.51587653585733,7.538144700838157,654556000
2010-07-08,7.766852855682373,7.911603494982708,7.670553593690633,7.898963900434546,738144400
2010-07-09,7.812902927398682,7.821328526904015,7.678684774630088,7.730746702636955,433322400
2010-07-12,7.74277925491333,7.88000594220588,7.669652171558665,7.780095354403891,562878400
2010-07-13,7.577568531036377,7.715999048566162,7.415965812355529,7.713592308988987,1190924000
2010-07-14,7.605554580688477,7.69794203532957,7.4933056996723675,7.50474233262953,812047600
2010-07-15,7.567035675048828,7.7331521297378165,7.442147190250457,7.4701344767790685,824866000
2010-07-16,7.520389080047607,7.672963473156682,7.475549805391699,7.619095913930098,1039858400
2010-07-19,7.390384197235107,7.519787198732283,7.210425212869981,7.519787198732283,1024478000
2010-07-20,7.58027458190918,7.610669404395927,7.222763357547882,7.309733822017418,1074950800
2010-07-21,7.65099573135376,7.979316742118223,7.643773906638924,7.977511085043088,1185671200
2010-07-22,7.794841766357422,7.824333356251535,7.683194000005423,7.75451623600139,645318800
2010-07-23,7.822530269622803,7.8357717567601215,7.712387582828928,7.736763555084265,533388800
2010-07-26,7.802672863006592,7.827349389073642,7.755426010391241,7.824339958628119,420551600
2010-07-27,7.947118282318115,7.9687853669584126,7.833364279888446,7.850517622941214,584771600
2010-07-28,7.853226184844971,8.004597656192505,7.831860443590056,7.934780508166724,519985200
2010-07-29,7.767457008361816,7.904081832110453,7.706969511474956,7.845700533137031,643806800
2010-07-30,7.741576671600342,7.815305651800385,7.67085631594383,7.700650056215184,448210000
2010-08-02,7.880006790161133,7.902275753710904,7.812898554919903,7.837575060862685,428055600
2010-08-03,7.882412910461426,7.922437090145966,7.806878290472113,7.854726981522292,417653600
2010-08-04,7.914017677307129,7.95313865751588,7.833667910651564,7.909804475589188,420375200
2010-08-05,7.875495433807373,7.920034177973965,7.840887403225098,7.8763978606851195,289097200
2010-08-06,7.8270440101623535,7.869175206773411,7.753012870545151,7.81771437975448,444897600
2010-08-09,7.876998424530029,7.889036138118594,7.811394492643728,7.868872566064906,303128000
2010-08-10,7.806581497192383,7.837879560901792,7.750606917605688,7.819822985684825,451920000
2010-08-11,7.529116153717041,7.69463149277631,7.51768112997674,7.68590455266249,620054400
2010-08-12,7.577264308929443,7.616686603693802,7.40663338627912,7.423786721189634,534920400
2010-08-13,7.49631404876709,7.579973737130128,7.496012704171707,7.57305245446337,354869200
2010-08-16,7.4523773193359375,7.5236995592829095,7.421681152993373,7.4505716624922576,318430000
2010-08-17,7.58268404006958,7.662733233334814,7.499324073564847,7.525807045137894,422640400
2010-08-18,7.615787506103516,7.663937568513811,7.570948217523399,7.594421764696534,339696000
2010-08-19,7.519786357879639,7.6281233499190275,7.483674027199842,7.60886301164418,426706000
2010-08-20,7.512567520141602,7.641367882975536,7.493307172152409,7.505044348501297,384230000
2010-08-23,7.397008895874023,7.583589525647966,7.380458237343868,7.577270124857465,414041600
2010-08-24,7.220359802246094,7.312746484811319,7.181839904285234,7.302816571822848,602565600
2010-08-25,7.309436321258545,7.342540048278361,7.138204189397454,7.163482595535635,596867600
2010-08-26,7.230888843536377,7.395500956843797,7.230888843536377,7.386472671865209,466505200
2010-08-27,7.271214008331299,7.301006945446898,7.088846679001881,7.2751266667484495,548391200
2010-08-30,7.297698974609375,7.395503418805662,7.242928164425081,7.2453357078875085,383289200
2010-08-31,7.31575345993042,7.35969031197781,7.232996186024128,7.27813600587302,420786800
2010-09-01,7.533327579498291,7.567332905266569,7.411448576876439,7.447259559165768,697037600
2010-09-02,7.5887041091918945,7.5887041091918945,7.480367062012717,7.561318703561898,415427600
2010-09-03,7.787320613861084,7.7876211549367,7.658820821562859,7.676576049011325,520788800
2010-09-07,7.758431434631348,7.810192004394366,7.7114851475089905,7.723221518393125,342557600
2010-09-08,7.91220760345459,7.956444991424032,7.797249056483754,7.817713167692289,526551200
2010-09-09,7.916720867156982,8.020543318458083,7.912207127043218,7.976005392151284,438575200
2010-09-10,7.926957607269287,7.959759989384828,7.866469275349073,7.920336861893247,387542400
2010-09-13,8.03619384765625,8.07350995748161,7.997674770016247,7.999479623531069,388780000
2010-09-14,8.066886901855469,8.10029034325943,7.990449047020346,8.011213695930046,408150400
2010-09-15,8.131890296936035,8.136706185550919,8.060267514296958,8.070199028962627,429368800
2010-09-16,8.32298469543457,8.325994123625271,8.110223345658607,8.132493114269796,652103200
2010-09-17,8.286871910095215,8.364814079473708,8.236013786748217,8.356688222795853,634477200
2010-09-20,8.523407936096191,8.539959388072704,8.301316974305212,8.308238256815951,658677600
2010-09-21,8.53965950012207,8.647394628640438,8.510167904688231,8.542368387539168,668074400
2010-09-22,8.65943431854248,8.66635560381319,8.498734015842913,8.507762303317246,585289600
2010-09-23,8.694640159606934,8.810199784996914,8.606767272043776,8.616697982732342,786116800
2010-09-24,8.796958923339844,8.833372603218605,8.743694052503374,8.790338984803382,649488000
2010-09-27,8.762053489685059,8.869487303589235,8.757539747509329,8.846917789124658,482834800
2010-09-28,8.632647514343262,8.780406813617423,8.275738191512959,8.780406813617423,1035042400
2010-09-29,8.64799690246582,8.721425353291682,8.606768935936088,8.643783702416792,469644000
2010-09-30,8.539057731628418,8.727142576249824,8.463823633062727,8.697049097540676,673391600
2010-10-01,8.502044677734375,8.624224285600967,8.46683475884115,8.611284142184461,448142800
2010-10-04,8.385281562805176,8.513479217992414,8.359099129178627,8.474358248860952,435302000
2010-10-05,8.695243835449219,8.710590714737991,8.480976553708766,8.486394328353489,501967200
2010-10-06,8.702767372131348,8.78702977055111,8.58449963397662,8.714805087215824,670868800
2010-10-07,8.703669548034668,8.741587542370906,8.63415376080869,8.737374342601802,408399600
2010-10-08,8.849623680114746,8.862563821157838,8.727143553593914,8.778602773116765,658403200
2010-10-11,8.888444900512695,8.94502135905195,8.865574848527366,8.86978804889838,427753200
2010-10-12,8.984139442443848,9.013029947414411,8.802072688711904,8.889946367493089,558544000
2010-10-13,9.032295227050781,9.087065237065927,9.022063166697144,9.034100884760248,630092400
2010-10-14,9.09759521484375,9.102409496669331,9.040115534539643,9.078936758875107,435296400
2010-10-15,9.471658706665039,9.479483221106968,9.175838702666388,9.25197523807924,922194000
2010-10-18,9.569764137268066,9.599856815356324,9.458116347918887,9.583908049547265,1093010800
2010-10-19,9.313665390014648,9.4424656944151,9.028679388133655,9.130395644047608,1232784000
2010-10-20,9.344964981079102,9.456913320292731,9.234823102708853,9.298921926389067,721624400
2010-10-21,9.314569473266602,9.471657611743368,9.232714631123407,9.400034825764486,551460000
2010-10-22,9.252881050109863,9.33022137855406,9.217671930676106,9.301030314476675,372778000
2010-10-25,9.294106483459473,9.377164303362,9.282068768871099,9.301630456870084,392462000
2010-10-26,9.270333290100098,9.32119142933779,9.19810780547331,9.234822835314688,392929600
2010-10-27,9.263714790344238,9.32600797004827,9.196605720007376,9.258297817416505,399002800
2010-10-28,9.18576717376709,9.268824965705031,9.055161228799728,9.267319850095362,551051200
2010-10-29,9.057573318481445,9.205032145316187,9.054262544335478,9.155377765400297,430511200
2010-11-01,9.153870582580566,9.196603666996054,9.094285500848946,9.094887386595444,423889200
2010-11-02,9.309754371643066,9.33473222671638,9.238734268901235,9.238734268901235,433930000
2010-11-03,9.413274765014648,9.415682307246346,9.284775010947158,9.370240349415827,508348400
2010-11-04,9.577890396118164,9.635369282808796,9.480386506795181,9.493026108192632,642488000
2010-11-05,9.543584823608398,9.617013296447546,9.532149795061503,9.569465917382807,361253200
2010-11-08,9.588420867919922,9.623028087259994,9.532446306308625,9.545687790548762,281758400
2010-11-09,9.511984825134277,9.669073794908215,9.464437457036704,9.661549821079054,383544000
2010-11-10,9.570667266845703,9.592936235987459,9.43584726973904,9.528836609055789,384227200
2010-11-11,9.529136657714844,9.581800443804418,9.456911187287217,9.47948149612355,361284000
2010-11-12,9.26972770690918,9.524620209259139,9.137316904451648,9.509573874164525,795846800
2010-11-15,9.239940643310547,9.345268261058605,9.216768438832222,9.282673737004137,403606000
2010-11-16,9.075928688049316,9.256790941141572,9.007615858937477,9.200215286268145,657650000
2010-11-17,9.043126106262207,9.148152348191374,8.960669372667756,9.064191302142229,479449600
2010-11-18,9.281765937805176,9.319082040236768,9.169216548515031,9.184563425450204,494491200
2010-11-19,9.230608940124512,9.280865189842917,9.185769661614161,9.267925049305413,384843200
2010-11-22,9.43012809753418,9.43012809753418,9.204727166564417,9.229102327669844,393075200
2010-11-23,9.290792465209961,9.381676375023906,9.225489895340287,9.342553816275812,519447600
2010-11-24,9.473465919494629,9.49152249424879,9.381681143711567,9.38920351114698,413725200
2010-11-26,9.479484558105469,9.560737535444787,9.417491926724324,9.441566555586178,237585600
2010-11-29,9.535758972167969,9.554115282675543,9.370544945327572,9.494530198937587,445785200
2010-11-30,9.36362361907959,9.460224275250143,9.355197218382452,9.435546958922808,501858000
2010-12-01,9.521613121032715,9.562239196644143,9.47948192951773,9.487606983922888,461750800
2010-12-02,9.57427978515625,9.599858727342925,9.476174002841523,9.555621324579064,462837200
2010-12-03,9.552907943725586,9.589320810575087,9.519805045285882,9.53996780745393,342092800
2010-12-06,9.634467124938965,9.700071069709663,9.582404405236323,9.589025149010325,448481600
2010-12-07,9.576083183288574,9.750023324179917,9.573375099507633,9.744306615569347,391454000
2010-12-08,9.660345077514648,9.660646422158676,9.542980579901563,9.618815767639028,321935600
2010-12-09,9.62273120880127,9.705187163105665,9.6004614313757,9.694053479771805,294151200
2010-12-10,9.646801948547363,9.661547744776609,9.587817960044752,9.619416554013494,262511200
2010-12-13,9.680207252502441,9.782225681578524,9.660045285289758,9.761461025031066,439815600
2010-12-14,9.638677597045898,9.706388530379044,9.599856372644048,9.682012562235684,351008000
2010-12-15,9.640788078308105,9.720234605646962,9.605578155262748,9.629953328618026,417312000
2010-12-16,9.667569160461426,9.708496590792379,9.632961932748778,9.662754074118274,322030800
2010-12-17,9.648308753967285,9.683819208979651,9.636872924927209,9.67900412306804,386929200
2010-12-20,9.696455955505371,9.727754007312576,9.576683933124027,9.678098846142019,385610400
2010-12-21,9.756346702575684,9.762064216633723,9.691645979542226,9.720234353418377,256354000
2010-12-22,9.785233497619629,9.802086297197986,9.73678290421042,9.76115887323626,265921600
2010-12-23,9.738286018371582,9.784930945094406,9.725345880291135,9.78041720507094,223157200
2010-12-27,9.77078914642334,9.793660805113781,9.675693607888872,9.715718608804249,249816000
2010-12-28,9.794561386108398,9.830372373466027,9.782223133261056,9.80780206555126,175924000
2010-12-29,9.789145469665527,9.82405403418585,9.783427154131202,9.817131947337526,163139200
2010-12-30,9.740093231201172,9.795765646865302,9.721736120008456,9.794863220150653,157494400
2010-12-31,9.706992149353027,9.734678091873096,9.669374689589016,9.718728520365874,193508000
2011-01-03,9.917948722839355,9.938713382361879,9.775606338943742,9.799680968767088,445138400
2011-01-04,9.969707489013672,10.00612036712611,9.875213044811794,10.004314710093501,309080800
2011-01-05,10.051261901855469,10.061493960120544,9.915840815631574,9.917345931875232,255519600
2011-01-06,10.043139457702637,10.088881178070553,10.018161595115307,10.072931603813458,300428800
2011-01-07,10.115060806274414,10.121982090828551,9.988065319707891,10.050961177221845,311931200
2011-01-10,10.305556297302246,10.329029045699992,10.14666242488066,10.196617351417661,448560000
2011-01-11,10.28117847442627,10.381088301774025,10.215875071229815,10.378681562186584,444108000
2011-01-12,10.364838600158691,10.36513994488359,10.292012821388996,10.329630286087504,302590400
2011-01-13,10.402756690979004,10.43164721268047,10.347686142950433,10.38710846197665,296780400
2011-01-14,10.487017631530762,10.487017631530762,10.365439917468079,10.409075431442973,308840000
2011-01-18,10.251384735107422,10.375069453195756,9.81051343592603,9.916442924888335,1880998000
2011-01-19,10.196914672851562,10.490627667460176,10.137931480362656,10.483103694282063,1135612800
2011-01-20,10.011539459228516,10.180665352518215,9.934499683353861,10.124390235124848,764789200
2011-01-21,9.832179069519043,10.07774279199469,9.829470182275017,10.044338539889416,754401200
2011-01-24,10.155088424682617,10.155088424682617,9.83218345672922,9.836698002955142,574683200
2011-01-25,10.27395248413086,10.275157059003519,10.0684137601787,10.121378893221978,546868000
2011-01-26,10.34768295288086,10.400346744784617,10.276963394066005,10.320899441770138,506875600
2011-01-27,10.328422546386719,10.372961283081064,10.316987522062668,10.345575886458482,285026000
2011-01-28,10.114458084106445,10.364235856044022,10.03711857555162,10.357314571512338,592057200
2011-01-31,10.211357116699219,10.233024998024435,10.06028785094293,10.10542766319932,377246800
2011-02-01,10.383194923400879,10.401852578724338,10.261315867269705,10.27094603960997,426633200
2011-02-02,10.36182689666748,10.389813375645456,10.3386546995845,10.365739555413388,258955200
2011-02-03,10.335343360900879,10.359418786986758,10.188185935086372,10.346177302639525,393797600
2011-02-04,10.42742919921875,10.433448055128784,10.337449312327674,10.34136116687641,321840400
2011-02-07,10.589336395263672,10.630563561689028,10.461739022332708,10.46926219269124,485021600
2011-02-08,10.689244270324707,10.698874440922863,10.597459519360864,10.643502567154798,381040800
2011-02-09,10.778322219848633,10.803601418791432,10.679314836539282,10.688944203979412,482745200
2011-02-10,10.66938304901123,10.833694623609832,10.472570451614311,10.755150552146038,928550000
2011-02-11,10.738901138305664,10.76748950642306,10.639291054352217,10.675704740906962,367572800
2011-02-14,10.8090181350708,10.818045617280049,10.734687257656422,10.737094800535084,310416400
2011-02-15,10.830684661865234,10.832791663568862,10.759965102396198,10.8093181217059,284174800
2011-02-16,10.927891731262207,10.98115662396646,10.848744941505597,10.85777242633813,481157600
2011-02-17,10.782536506652832,10.841821047628473,10.728969478507304,10.750938710167528,530583200
2011-02-18,10.549612998962402,10.818649517069236,10.518314938037882,10.794875430275255,816057200
2011-02-22,10.189993858337402,10.394329662965307,10.163211146238758,10.29652523170346,872555600
2011-02-23,10.310667991638184,10.37145603372491,10.189991923422443,10.194807812381883,671854400
2011-02-24,10.31849193572998,10.386804755640542,10.18277032981545,10.352799419795874,499900800
2011-02-25,10.477386474609375,10.485511529516465,10.376272090878373,10.390114657966645,380018800
2011-02-28,10.629362106323242,10.684733998065807,10.566466239565647,10.57007755471224,403074000
2011-03-01,10.511993408203125,10.704893344115426,10.462940931883878,10.697370175095722,456136800
2011-03-02,10.596558570861816,10.66366763129,10.484610224309096,10.531556512498518,602590800
2011-03-03,10.820455551147461,10.827376836146128,10.710914744855437,10.749134091868275,500788400
2011-03-04,10.833697319030762,10.84242426167896,10.765986369262821,10.835803517620166,453266800
2011-03-07,10.694058418273926,10.883948894121993,10.5721794040321,10.875823037209813,546123200
2011-03-08,10.706096649169922,10.75545046796503,10.600467728526445,10.680516911314184,356316800
2011-03-09,10.607090950012207,10.676005666384308,10.550816638595075,10.673898664363206,453306000
2011-03-10,10.432546615600586,10.525837291047454,10.379280937032577,10.506275604189478,507539200
2011-03-11,10.592647552490234,10.60257907138964,10.382294462494317,10.392224374221797,471080400
2011-03-14,10.639894485473633,10.727768211705627,10.572184336849851,10.628458654414233,435957200
2011-03-15,10.395230293273926,10.467755503382643,10.234831387559476,10.295018343934101,721081200
2011-03-16,9.93118953704834,10.322105954473288,9.81833875402252,10.292012465905463,1162011200
2011-03-17,10.07051944732666,10.220084394082514,9.950746630657665,10.13642390772515,659422400
2011-03-18,9.951048851013184,10.177653581154347,9.930886082977311,10.145453099787902,753214000
2011-03-21,10.210755348205566,10.223996027803919,10.08917686790984,10.111146094075972,409402000
2011-03-22,10.267931938171387,10.310665811829034,10.205939334261588,10.308860155195614,325922800
2011-03-23,10.207447052001953,10.238442960065589,10.109943176112466,10.210155135849678,372996400
2011-03-24,10.381385803222656,10.412382508310579,10.197514181155723,10.287494064981454,404712000
2011-03-25,10.579102516174316,10.594750739969996,10.443078765847284,10.474677361651406,448910000
2011-03-28,10.546001434326172,10.66276567596465,10.546001434326172,10.627555757368937,309355200
2011-03-29,10.561646461486816,10.561646461486816,10.41418850976102,10.462337749823725,352900800
2011-03-30,10.491533279418945,10.55924504065034,10.455722274131675,10.552021606341766,329406000
2011-03-31,10.487919807434082,10.52674023123206,10.4141908152491,10.423218297518376,274019200
2011-04-01,10.369050025939941,10.580608451144837,10.33113202659434,10.566163996471053,418661600
2011-04-04,10.267634391784668,10.370253898083053,10.183673342806781,10.361526956935691,460084800
2011-04-05,10.198421478271484,10.299535891648803,10.111450980762958,10.141243928938371,482731200
2011-04-06,10.172835350036621,10.349183777868241,10.145751307003808,10.268533534250206,402539200
2011-04-07,10.174042701721191,10.24476145242344,10.112349824932489,10.17464378378025,373447200
2011-04-08,10.083161354064941,10.236337661508008,10.049757900274107,10.229416377166677,377535200
2011-04-11,9.954960823059082,10.101515553029943,9.931488087269019,10.053064965594462,398946800
